PMID,Original_Title,Generated_Title
34853345,Linking migratory performance to breeding phenology and productivity in an Afro-Palearctic long-distance migrant.,Understanding the relationship between migratory performance and fitness is crucial
35004264,"Equine Squamous Gastric Disease: Prevalence, Impact and Management.","This narrative review explores the etiopathogenesis, clinical signs, diagnosis and"
35074400,Genome-Wide Association Analyses of Osteochondrosis in Belgian Warmbloods Reveal  Candidate Genes Associated With Chondrocyte Development., and its association with chromosome
34975171,Fragment size is associated with post-operative complications following elective  arthroscopy of the tibiotarsal joint of horses.,Occurrence of joint-related complications after elective arthroscopy of
35197413,Effects of branched-chain amino acids on immune status of young racing horses.,Study of  in animal
34671162,The origins and spread of domestic horses from the Western Eurasian steppes., and its association with genetic
34749609,Microglia and its Genetics in Alzheimer's Disease., and its association with protein
34670697,Risk Factors for Jockey Falls in Japanese Thoroughbred Flat Racing.,Jockey safety is of paramount importance from welfare perspective and
34979262,Levels of Serum Phosphorylated Neurofilament Heavy Subunit in Clinically Healthy  Standardbred Horses.,Neurofilaments heavy chain proteins (pNF-H) have been identified as useful
34689632,Detection of asinine gammaherpesviruses in association with pulmonary fibrosis in free-ranging donkeys.,A mortality event among recently captured feral donkeys (Equus asinus)
34583582,Photosynthesis from stolen chloroplasts can support sea slug reproductive fitness.,Study of  in animal
34730540,Changes in Self-Reported Web-Based Gambling Activity During the COVID-19 Pandemic: Cross-sectional Study.,BACKGROUND: The COVID‑19 pandemic has affected not only somatic health
34929445,"The covalent complex of Jo-In results from a long-lived, non-covalent intermediate state with near-native structure.", and its association with protein
34911155,"Hemodynamic, endocrine, and gene expression mechanisms regulating equine ovarian  follicular and cellular development.", and its association with gene
35342743,Yamanaka Factors in the Budding Tunicate Botryllus schlosseri Show a Shared Spatio-Temporal Expression Pattern in Chordates., and its association with gene
35055768,Prevalence and Characteristics of Back Pain in Children and Adolescents from the  Region of Murcia (Spain): ISQUIOS Programme.,Puberty is a vulnerable period for musculoskeletal disorders due to
34694482,Placentation in the African Elephant (Loxodonta africana).,"The female elephant shows a 3-week ""follicular phase"" to commence"
34827862,Association of Thoroughbred Racehorse Workloads and Rest Practices with Trainer Success.,Understanding the relationship between the training practices of Thoroughbred racehorses
34696794,Equine vitiligo-like depigmentation in grey horses is related to genes involved in immune response and tumor metastasis.,"BACKGROUND: In horses, the autoimmune disease vitiligo is characterized by"
34670698,"Influence of Stretching Exercises, Warm-Up, or Cool-Down on the Physical Performance of Mangalarga Marchador Horses.",The Horse Agribusiness Complex is an important activity in the
34456647,ANMCO POSITION PAPER: Role of intra-aortic balloon pump in patients with acute advanced heart failure and cardiogenic shock.,The treatment of patients with advanced acute heart failure is
34680875,MYO5A Frameshift Variant in a Miniature Dachshund with Coat Color Dilution and Neurological Defects Resembling Human Griscelli Syndrome Type 1., and its association with gene
34573515,Data Collection for the Fourth Multicentre Confidential Enquiry into Perioperative Equine Fatalities (CEPEF4) Study: New Technology and Preliminary Results.,Risks of mortality associated with general anaesthesia in
34783081,Nasopharyngeal bacterial and fungal microbiota in normal horses and horses with nasopharyngeal cicatrix syndrome.,BACKGROUND: The nasopharyngeal bacterial and fungal microbiota of normal horses
34893433,Retrospective study of the prevalence of factors contributing to successful standing at first attempt in horses recovering from general anesthesia.,OBJECTIVE: Several factors affect the quality of recovery from general
34946810,Transcriptome Analysis of Neuroendocrine Regulation of Ovine Hypothalamus-Pituitary-Ovary Axis during Ovine Anestrus and the Breeding Season.,Study of  in sheep
34938314,Identification and Characterization of Circular RNAs in Association With the Deposition of Intramuscular Fat in Aohan Fine-Wool Sheep.,Study of  in sheep
34875538,Novel InDel variations of the Cry2 gene are associated with litter size in Australian White sheep.,Study of  in sheep
34586400,"The potential for mitigation of methane emissions in ruminants through the application of metagenomics, metabolomics, and other -OMICS technologies.",Approach of  in livestock
35330795,Role of Renal Sympathetic Nerve Activity in Volatile Anesthesia's Effect on Renal Excretory Function.,Study of  in sheep
35358654,Expression features of the ovine FTO gene and association between FTO polymorphism and tail fat deposition related-traits in Hu sheep.,Study of  in sheep
34657583,"Weather, Workload and Money: Determining and Evaluating Sources of Stress for Farmers in Ireland.",Study of  in sheep
35399048,Identification and characterization of circular RNAs in association with the feed efficiency in Hu lambs.,Study of  in sheep
34438665,Novel Genes Associated with Dairy Traits in Sarda Sheep.,Analysis of  in sheep
35172716,Unfavorable genetic correlations between fecal egg count and milk production traits in the French blond-faced Manech dairy sheep breed.,Study of  in sheep
35348608,Exploring human factors in the operating room: scoping review of training offerings for healthcare professionals.,BACKGROUND: Human factors (HF) integration can improve patient safety in
34863603,Effects of different feeding regimes on muscle metabolism and its association with meat quality of Tibetan sheep.,Study of  in sheep
34944243,Are We Approaching Peak Meat Consumption? Analysis of Meat Consumption from 2000  to 2019 in 35 Countries and Its Relationship to Gross Domestic Product.,"Growing prosperity, but also disease outbreaks, natural disasters, and consumer"
34995879,Association of MHCY genotypes in lines of chickens divergently selected for high  or low antibody response to sheep red blood cells.,Method of  in sheep
35144720,Clearance of Maedi-visna infection in a longitudinal study of naturally infected  rams is associated with homozygosity for the TMEM154 resistance allele.,Method of  in sheep
35400971,Single and combined effects of CSN1S1 and CSN2-casein genes on Awassi sheep milk  quantity and quality.,Study of  in sheep
35406817,Insights into the Genomic Architecture of Seed and Pod Quality Traits in the U.S. Peanut Mini-Core Diversity Panel., and its association with trait
34700069,Transcriptional downregulation of ABC transporters is related to follicular degeneration after vitrification and in vitro culture of ovine ovarian tissue., and its association with protein
34944304,Diffuse Alopecia and Thyroid Atrophy in Sheep.,Study of  in sheep
35402911,DNA methylation in relation to gestational age and brain dysmaturation in preterm infants., and its association with gene
35251778,Extensive sheep grazing is associated with trends in steppe birds in Spain: recommendations for the Common Agricultural Policy.,Study of  in sheep
34869731,Molecular Characterization of a Tetraspanin TSP11 Gene in Echinococcus granulosus and Evaluation Its Immunoprotection in Model Dogs.,Cystic echinococcosis (CE) is a cosmopolitan zoonosis caused by the
34379287,Identification of sequence variation in the oocyte-derived bone morphogenetic protein 15 (BMP15) gene (BMP15) associated with litter size in New Zealand sheep  (Ovis aries) breeds.,Study of  in sheep
35428998,Genomic analysis of 10 years of artificial selection in community-based breeding  programs in two Ethiopian indigenous sheep breeds.,Study of  in sheep
34721524,A Comprehensive Comparison of Haplotype-Based Single-Step Genomic Predictions in  Livestock Populations With Different Genetic Diversity Levels: A Simulation Study.,Approach of  in sheep
34609166,Metagenomic Sequencing Reveals that High-Grain Feeding Alters the Composition and Metabolism of Cecal Microbiota and Induces Cecal Mucosal Injury in Sheep.,Analysis of  in sheep
34674211,The Impact of Altitude at Birth on Perinatal Respiratory Support for Neonates with Trisomy 21.,OBJECTIVE: Both high altitude and trisomy 21 (T21) status can
34775926,Polymorphism and expression of the HMGA1 gene and association with tail fat deposition in Hu sheep.,Study of  in sheep
34714701,"Transplant of Autologous Mesenchymal Stem Cells Halts Fatty Atrophy of Detached Rotator Cuff Muscle After Tendon Repair: Molecular, Microscopic, and Macroscopic  Results From an Ovine Model.",Study of  in sheep
34498889,Heavy drinking and drinking harms for cisgender and transgender college students.,"Objective: We examined alcohol use and harms, and their interrelations"
34627407,Equine grass sickness (a multiple systems neuropathy) is associated with alterations in the gastrointestinal mycobiome.,Analysis of  in sheep
34904532,Polymorphisms in the ovine GP5 gene associated with blood physiological indices.,Study of  in sheep
35088174,"Association of single nucleotide polymorphisms in the CAPN, CAST, LEP, GH, and IGF-1 genes with growth parameters and ultrasound characteristics of the Longissimus dorsi muscle in Colombian hair sheep.",Method of  in sheep
34543455,Association between novel variants in BMPR1B gene and litter size in Mongolia and Ujimqin sheep breeds.,Identification of  in sheep
34571323,Evaluation of a Cooperia oncophora double-domain ASP-based vaccine against Cooperia spp. infections in cattle and sheep.,Study of  in sheep
34946875,Genome-Wide Selective Signatures Reveal Candidate Genes Associated with Hair Follicle Development and Wool Shedding in Sheep.,Study of  in sheep
35327994,Comparative Transcriptomic Analysis of Hu Sheep Pituitary Gland Prolificacy at the Follicular and Luteal Phases.,Analysis of  in sheep
34944305,Detection of Novel Variations Related to Litter Size in BMP15 Gene of Luzhong Mutton Sheep (Ovis aries).,Study of  in sheep
34546582,Mitochondrial Calcium uniporters are essential for meiotic progression in mouse oocytes by controlling Ca2+ entry., and its association with protein
34724628,High Prevalence of Asymptomatic Malarial Anemia and Association with Early Conversion from Asymptomatic to Symptomatic Infection in a Plasmodium falciparum  Hyperendemic Setting in Cameroon.,Asymptomatic malarial parasitemia is highly prevalent in Plasmodium falciparum endemic
35406677,L-Type Cav1.3 Calcium Channels Are Required for Beta-Adrenergic Triggered Automaticity in Dormant Mouse Sinoatrial Pacemaker Cells.,BACKGROUND: Sinoatrial node cells (SANC) automaticity is generated by functional
34973142,Prevalence of Pathogenic and Potentially Pathogenic Inborn Error of Immunity Associated Variants in Children with Severe Sepsis., and its association with variant
35325642,A novel p.K116Q SNP in the OLR1 gene and its relation to fecundity in Awassi ewes.,Study of  in sheep
35211149,"Genome-Wide Identification of mRNAs, lncRNAs, and Proteins, and Their Relationship With Sheep Fecundity.",Study of  in sheep
34573664,Detection and Visualization of Heterozygosity-Rich Regions and Runs of Homozygosity in Worldwide Sheep Populations.,Detection of  in sheep
34760910,Ruminal Microbes Exhibit a Robust Circadian Rhythm and Are Sensitive to Melatonin.,"Gut hormones are not only able to regulate digestive, absorptive,"
34941886,"Hepatic transcriptome analysis identifies genes, polymorphisms and pathways involved in the fatty acids metabolism in sheep.",Identification of  in sheep
34599210,In silico identification of variations in microRNAs with a potential impact on dairy traits using whole ruminant genome SNP datasets.,Detection of  in livestock
34658327,Exploration of factors associated with spatial-temporal veterinary surveillance diagnoses of rumen fluke (Calicophoron daubneyi) infections in ruminants using zero-inflated mixed modelling.,Study of  in sheep
34827951,Protein Supplementation and Grazing Behavior for Cows on Differing Late-Season Rangeland Grazing Systems., and its association with protein
34678672,Comparison of ovine β-globin haplotype sequences and a new multiplex PCR for identification.,Identification of  in sheep
35101354,Magnetic Seeds: An Alternative to Wire Localization for Nonpalpable Breast Lesions.,INTRODUCTION: Magnetic seeds have emerged as an alternative to wires
35189651,Assessment of Racial Disparities in Aspirin Prophylaxis for Preeclampsia Prevention.,OBJECTIVE: Low-dose aspirin is recommended for preeclampsia prevention among women
35194693,"Analysis of bluetongue disease epizootics in sheep of Andhra Pradesh, India using spatial and temporal autocorrelation.",Analysis of  in sheep
35216196,Characterization and Interaction Analysis of the Secondary Cell Wall Synthesis-Related Transcription Factor PmMYB7 in Pinus massoniana Lamb., and its association with protein
34500050,Ovine ELOVL5 and FASN genes polymorphisms and their correlations with sheep tail  fat deposition.,Study of  in sheep
34868196,Isobaric Tags for Relative and Absolute Quantification-Based Proteomics Reveals Candidate Proteins of Fat Deposition in Chinese Indigenous Sheep With Morphologically Different Tails.,Study of  in sheep
34472112,Trends towards revealing the genetic architecture of sheep tail patterning: Promising genes and investigatory pathways.,Analysis of  in sheep
35228133,Association analysis between novel variants in LEPR gene and litter size in Mongolia and ujimqin sheep breeds.,Study of  in sheep
35360858,Variants Within Genes EDIL3 and ADGRB3 are Associated With Divergent Fecal Egg Counts in Katahdin Sheep at Weaning.,Study of  in sheep
34882990,Association of Ovar-DRB1 alleles with innate immune responses in sheep.,Study of  in sheep
35223538,Natural History and Ecology of Interactions Between Bordetella Species and Amoeba.,Study of  in sheep
34394196,"Genes and Pathways Affecting Sheep Productivity Traits: Genetic Parameters, Genome-Wide Association Mapping, and Pathway Enrichment Analysis.",Study of  in sheep
34529728,Genetic differentiation of mainland-island sheep of Greece: Implications for identifying candidate genes for long-term local adaptation.,Identification of  in sheep
35304498,Analysis tools for single-monomer measurements of self-assembly processes., and its association with protein
34787782,Long COVID and COVID-19-associated cystitis (CAC).,"PURPOSE: There is scarce literature regarding genitourinary symptoms in COVID-19,"
34964680,Nonverbal Emotions While Disclosing Child Abuse: The Role of Interviewer Support.,Statements by alleged victims are important when child abuse is
34797700,Detecting Single Nucleotide Polymorphisms in MEF2B and UCP3 and Elucidating Their Association with Sheep Growth Traits., and its association with genotype
35317671,"Ewe are what ewe wear: bigger horns, better ewes and the potential consequence of trophy hunting on female fitness in bighorn sheep.", and its association with genetic
34850658,Animal safety of a tall fescue endophyte (Epichloë sp.) in a perennial ryegrass (Lolium perenne) host.,Study of  in sheep
34887487,"FASN, SCD1 and ANXA9 gene polymorphism as genetic predictors of the fatty acid profile of sheep milk.",Study of  in sheep
34981017,Using the PCR and Blood Agar in Diagnosis of Semen Bacterial Contamination of Fertile and Infertile Men.,Method of  in sheep
35177770,The Antarctic Weddell seal genome reveals evidence of selection on cardiovascular phenotype and lipid handling.,Study of  in sheep
34440417,Genome-Wide Analysis for Early Growth-Related Traits of the Locally Adapted Egyptian Barki Sheep.,Study of  in sheep
34760406,Integrative analysis of Iso-Seq and RNA-seq data reveals transcriptome complexity and differentially expressed transcripts in sheep tail fat.,Study of  in sheep
34823870,Plasma homoarginine concentrations in ewe's pregnancy and association with the number of fetuses.,"A striking increase in homoarginine concentrations, about more than 100-fold"
35332049,Novel predictive role for mid-regional proadrenomedullin in moderate to severe aortic stenosis.,Prognostic significance of selected known and novel circulating
35336723,Non-Coding Transcriptome Provides Novel Insights into the Escherichia coli F17 Susceptibility of Sheep Lamb.,Approach of  in livestock
34904916,"Genome sequence of Dichelobacter nodosus JKS-07B isolate from J&K, India associated with virulent footrot of sheep.",Study of  in sheep
34533033,"Acute Decompensated Heart Failure and the Kidney: Physiological, Histological and Transcriptomic Responses to Development and Recovery.", and its association with gene
35052387,A Nonsense Variant in CCDC65 Gene Causes Respiratory Failure Associated with Increased Lamb Mortality in French Lacaune Dairy Sheep.,Study of  in sheep
35227193,Genome variation in tick infestation and cryptic divergence in Tunisian indigenous sheep.,Analysis of  in sheep
34681114,"Antibiotic Resistance of Staphylococci from Bulk-Tank Milk of Sheep Flocks: Prevalence, Patterns, Association with Biofilm Formation, Effects on Milk Quality, and Risk Factors.",Study of  in sheep
34900349,"Prevalence and Risk Factors of Bovine and Ovine Lungworm Infection at Durame District, Southern Ethiopia.",Technique of  in sheep
34682286,Genomic Diversity Analysis Reveals a Strong Population Structure in Histoplasma capsulatum LAmA (Histoplasma suramericanum).,Histoplasmosis is a severe mycotic disease affecting thousands of immunocompetent
34789208,Educational differences in diabetes and diabetes self-management behaviours in WHO SAGE countries.,"BACKGROUND: Diabetes mellitus represents a substantial global health challenge, with"
34944323,Ovine Toll-like Receptor 9 (TLR9) Gene Variation and Its Association with Flystrike Susceptibility.,Approach of  in sheep
34659357,Differential Methylation and Transcriptome Integration Analysis Identified Differential Methylation Annotation Genes and Functional Research Related to Hair Follicle Development in Sheep.,Study of  in sheep
34968818,Meta-analysis of genome-wide association studies for litter size in sheep.,Analysis of  in sheep
34861880,Signature selection analysis reveals candidate genes associated with production traits in Iranian sheep breeds.,Study of  in sheep
35449433,Comparative analysis of long noncoding RNA and mRNA expression provides insights  into adaptation to hypoxia in Tibetan sheep.,Analysis of  in sheep
34586970,Survey of the relationship between polymorphisms within the BMPR1B gene and sheep reproductive traits.,Study of  in sheep
34657528,Harnessing an Integrated Health Communication (IHC) Framework for Campaigns: A Case of Prescription Drug Decision Making.,Drawing on a multiplicity of mass media and health behavior
34544373,Effects of mulberry leaf silage on antioxidant and immunomodulatory activity and  rumen bacterial community of lambs.,Analysis of  in animal
34666626,Variation in ovine KRTAP8-1 affects mean staple length and opacity of wool fiber.,Study of  in sheep
34856922,A comprehensive genome-wide scan detects genomic regions related to local adaptation and climate resilience in Mediterranean domestic sheep.,Analysis of  in sheep
34556147,Molecular characterization and immune protection of the 3-hydroxyacyl-CoA dehydrogenase gene in Echinococcus granulosus.,Analysis of  in animal
35450541,A prospective cohort study of head circumference and its association with neurodevelopmental outcomes in infants and young children in rural Guatemala., and its association with marker
34893307,Periprosthetic femoral fracture type and location are influenced by the presence  of an ipsilateral knee arthroplasty implant: A case-control study of 84 interprosthetic femoral fractures.,BACKGROUND: This multicentre case-control study compares Vancouver Classification System (VCS)
35192431,Association of SNPs within PTPN3 gene with wool production and growth traits in a dual-purpose sheep population.,Study of  in sheep
35158726,"Effects of Leptin, Growth Hormone and Photoperiod on Pituitary SOCS-3 Expression  in Sheep.",Study of  in sheep
34879913,Genome-wide association study of a thermo-tolerance indicator in pregnant ewes exposed to an artificial heat-stressed environment.,Study of  in sheep
34894464,"Are English-language online patient education materials related to breast cancer  risk assessment understandable, readable, and actionable?","Readability, understandability, and actionability of online patient education"
34725768,Stretch-Induced Intimal Failure in Isolated Cerebral Arteries as a Function of Development.,Analysis of  in sheep
34730075,Variants of ADPGK gene and its effect on the male reproductive organ parameters and sperm count in Hu sheep.,Study of -dependent in sheep
34748666,Associations between MHC class II variation and phenotypic traits in a free-living sheep population.,Pathogen-mediated selection (PMS) is thought to maintain the high level
34865600,Comparative analysis of genome-wide copy number variations between Tibetan sheep  and White Suffolk sheep.,Approach of  in sheep
35309120,Transcriptome Sequencing-Based Mining of Genes Associated With Pubertal Initiation in Dolang Sheep.,Approach of  in sheep
35396558,Multi-week prediction of livestock chill conditions associated with the northwest Queensland floods of February 2019.,Study of  in sheep
34795381,Whole-genome sequence analysis unveils different origins of European and Asiatic  mouflon and domestication-related genes in sheep., and its association with genomic
34534381,Whole genome sequencing reveals a complex introgression history and the basis of  adaptation to subarctic climate in wild sheep.,Study of  in sheep
34543162,Estimation of the associations between GH and DGAT1 genes and growth traits by using decision tree in Awassi sheep.,Method of  in sheep
35328037,Novel Single Nucleotide Polymorphisms and Haplotype of MYF5 Gene Are Associated with Body Measurements and Ultrasound Traits in Grassland Short-Tailed Sheep.,Technique of  in sheep
35282918,Kinetics of heat-induced interactions among whey proteins and casein micelles in  sheep skim milk and aggregation of the casein micelles., and its association with protein
35062999,Pasture rewetting in the context of nature conservation shows no long-term impact on endoparasite infections in sheep and cattle.,Study of  in sheep
34438687,Evidence for the Continued Occurrence of Chorioretinopathy in Working Sheep Dogs  in New Zealand in 2010.,Study of  in sheep
35024036,"The Role of Feed Restriction on DNA Methylation, Feed Efficiency, Metabolome, Biochemical Profile, and Progesterone Patterns in the Female Filial Generation (F1) Obtained From Early Feed Restricted Ewes (F0).",Study of  in animal
34359185,"Associations among Mammary Ultrasound Measurements, Milk Yield of Non-Dairy Ewe Lambs and the Growth of Their Single Lambs.",Mammary cistern size was positively correlated with milk yield of
34588087,The relationship between mitochondrial ND5 gene polymorphisms and in vitro embryo production in Sanjabi sheep.,Method of  in sheep
35423875,Hybrid renewable energy/hybrid desalination potentials for remote areas: selected cases studied in Egypt.,"For many socio-economic and demographic issues, majority of the Egyptian"
35179595,Left ventricular remodelling patterns in patients with moderate aortic stenosis.,AIMS: Moderate aortic stenosis (AS) is associated with an increased
35454221,Use of Fecal Indices as a Non-Invasive Tool for Ruminal Activity Evaluation in Extensive Grazing Sheep.,Evaluation of  in sheep
34887490,Genome-wide association study and genomic heritabilities for blood protein levels in Lori-Bakhtiari sheep.,Study of  in sheep
34365864,Interpersonal Communication Influence on Health-Protective Behaviors Amid the COVID-19 Crisis.,Drawing on a multiplicity of mass media and health behavior
34388932,Key factors affecting seed germination in phytotoxicity tests during sheep manure composting with carbon additives.,Study of  in sheep
34919579,Use of spineless cactus associated with legume hay in the feedlot-finishing of lambs in semi-arid regions., and its association with protein
34941843,Roles of WNT6 in Sheep Endometrial Epithelial Cell Cycle Progression and Uterine  Glands Organogenesis.,Study of  in sheep
35022681,One-year performance of biorestorative polymeric coronary bypass grafts in an ovine model: correlation between early biomechanics and late serial Quantitative  Flow Ratio.,Impact of mechanical factors at baseline on the
35078996,A genome-wide association study of serum proteins reveals shared loci with common diseases., and its association with phenotype
34597752,"Mendelian randomization study of the relation between adiponectin and heart function, unravelling the paradox.", and its association with marker
34974772,An inherited night blindness in Wiltshire sheep.,Mapping of  in sheep
35097043,Lesion Material From Treponema-Associated Hoof Disease of Wild Elk Induces Disease Pathology in the Sheep Digital Dermatitis Model.,Analysis of  in sheep
35352359,Genetic polymorphisms within the ETAA1 gene associated with growth traits in Chinese sheep breeds.,Study of  in sheep
34394181,Whole-Transcriptome Analysis of Preadipocyte and Adipocyte and Construction of Regulatory Networks to Investigate Lipid Metabolism in Sheep.,Study of  in sheep
34707374,Serum Albumin as a Cross-Reactive Component in Furry Animals May Be Related to the Allergic Symptoms of Patients with Rhinitis.,BACKGROUND: The prevalence of allergies has increased significantly in the
34727013,Variation in the ovine FOXP3 gene and its effect on growth traits in Egyptian Barki sheep.,Study of  in sheep
35074618,Ovine footrot in Southern Portugal: Detection of Dichelobacter nodosus and Fusobacterium necrophorum in sheep with different lesion scores.,The Mediterranean climate region of Alentejo in the Southern of
35177909,"Seroprevalence and Associated Risk Factors of Ovine Brucellosis in South Omo Zone, Southern Ethiopia.",Study of  in sheep
34763255,Allele/haplotype variation in the MHC-DQA2 gene in Spanish sheep and its association with footrot susceptibility.,Study of  in sheep
35146584,"Effects of rosemary (Rosmarinus officinalis) by-products and linseed (Linumusitatissimum) intake on digestibility, body weight gain, and estimated tissular composition in cull fat-tailed ewes.",Study of  in sheep
34514660,The association between female reproductive performance and leukocyte telomere length in wild Soay sheep.,Study of  in sheep
34963194,A mutation modulating DDX3Y gene expression cosegregates with the major Y-chromosomal haplogroups and with testis size in Hu sheep.,Study of  in sheep
35192073,Association between host genetics of sheep and the rumen microbial composition.,Study of  in sheep
34593736,Bone Mineralization and Spinal Fusion Evaluation of a Truss-based Interbody Fusion Device: Ovine Finite Element Analysis with Confirmatory In Vivo Outcomes.,STUDY DESIGN: Finite element analysis (FEA) and in vivo ovine
34429028,Variations in the insulin receptor substrate 1 (IRS1) and its association with growth traits in Chinese black Tibetan sheep (Ovis aries).,Study of  in sheep
34971343,Polymorphism of sheep PRKAA2 gene and its association with growth traits.,Study of  in sheep
34893624,Using imputation to provide harmonized longitudinal measures of cognition across  AIBL and ADNI.,"To improve understanding of Alzheimer's disease, large observational studies are"
34928775,The ND1 and CYTB genes polymorphisms associated with in vitro early embryo development of Sanjabi sheep.,Method of  in sheep
35127102,Genotypic and allelic frequency of a mutation in the NHEJ1 gene associated with collie eye anomaly in dogs in Italy.,Study of  in sheep
34962189,The time-continuous association between turnout and axial joint moments in the competitive Irish dance 'fly' landing.,Turnout is a key technical and aesthetic element in competitive
34550484,Can roughage: concentrate ratio affect the action of red propolis extract on sheep metabolism?,Study of  in sheep
34864942,Moderate aortic stenosis: importance of symptoms and left ventricular ejection fraction.,Independent determinants of survival in patients with moderate
34551677,Mutations in porin LamB contribute to ceftazidime-avibactam resistance in KPC-producing Klebsiella pneumoniae., and its association with gene
34704550,"Stearic acid does not overcome conjugated linoleic acid trans-10, cis-12-induced  milk fat depression in lactating ewes.", and its association with protein
35299915,Synergistic action of Viteselen with anti-Fasciola drug as a tool for improving fertility and hemato-biochemical biomarkers in Fasciola infected sheep.,Study of  in sheep
35378505,"Prevalence of Crimean-Congo Hemorrhagic Fever Virus among Livestock and Ticks in  Zhambyl Region, Kazakhstan, 2017.",Crimean-Congo hemorrhagic fever (CCHF) is a highly fatal zoonotic disease
35079000,Coding and regulatory variants are associated with serum protein levels and disease., and its association with protein
35456472,Genetic Polymorphisms of IGF1 and IGF1R Genes and Their Effects on Growth Traits  in Hulun Buir Sheep.,Identification of  in sheep
34481004,Expression of ovine CTNNA3 and CAP2 genes and their association with growth traits.,Study of  in sheep
34872433,Effects of SPARCL1 on the proliferation and differentiation of sheep preadipocytes.,Study of  in sheep
35215417,Genetic Biomarkers of Metabolic Detoxification for Personalized Lifestyle Medicine., and its association with genotype
35104000,"Polymorphisms and association of GRM1, GNAQ and HCRTR1 genes with seasonal reproduction and litter size in three sheep breeds.",Study of  in sheep
35125115,Insights into the role of major bioactive dietary nutrients in lamb meat quality: a review.,Feed supplementation with α-linolenic acid (ALA) and linoleic acid (LA)
34485439,"Association of DGAT1 With Cattle, Buffalo, Goat, and Sheep Milk and Meat Production Traits.",Study of  in sheep
34372496,"First Survey of SNPs in TMEM154, TLR9, MYD88 and CCR5 Genes in Sheep Reared in Italy and Their Association with Resistance to SRLVs Infection.",Approach of  in sheep
35433706,Integration Analysis of Transcriptome and Proteome Reveal the Mechanisms of Goat  Wool Bending.,Method of  in goat
35219814,Variation in caprine KRTAP1-3 and its association with cashmere fibre diameter., and its association with trait
34489888,Genome Sequencing and Comparative Genomics of Indian Isolates of Brucella melitensis.,Analysis of  in sheep
34159253,"An investigation of the effects of BMPR1B, BMP15, and GDF9 genes on litter size in Ramlıç and Dağlıç sheep.",Study of  in sheep
34747683,"Association analysis for SNPs of KRT26 and TCHH genes with cashmere production performance, body measurement traits and milk production traits in Liaoning cashmere goats.", and its association with genotype
34626930,Evaluation of candidate point mutation of Kisspeptin 1 gene associated with litter size in Indian Goat breeds and its effect on transcription factor binding  sites.,Analysis of  in goat
35092859,Genome-wide detection of selective signals for fecundity traits in goats (Capra hircus)., and its association with gene
35359681,Crossing the Line: Seroprevalence and Risk Factors for Transboundary Animal Diseases Along the Tanzania-Zambia Border.,Study of  in sheep
34474792,Eleven years of Toxoplasma gondii serological follow-up in a goat herd and association of toxoplasmosis with reproductive losses.,Study of  in goat
34566313,Association of the KiSS1 gene with litter size in Cyprus and Iraqi black goats.,Study of  in goat
34364641,Distribution of somatic cell count and udder pathogens in Norwegian dairy goats.,Study of  in goat
35327177,"Preliminary Investigation of Mixed Orchard Hays on the Meat Quality, Fatty Acid Profile, and Gastrointestinal Microbiota in Goat Kids.",Effects of different mixed orchard hays on meat
34765142,Genome-wide selective detection of Mile red-bone goat using next-generation sequencing technology.,Study of  in goat
34749304,Nontyphoidal Salmonella among Children under 5 Years Old in Sub-Saharan Africa and South Asia in the Global Enteric Multicenter Study.,Study of  in goat
34206971,Single Nucleotide Polymorphisms in Genes Encoding Toll-Like Receptors 7 and 8 and Their Association with Proviral Load of SRLVs in Goats of Polish Carpathian Breed., and its association with variant
34438843,Thyroid and Lipidic Profiles in Nicastrese Goats (Capra hircus) during Pregnancy  and Postpartum Period.,"Thyroid and lipid profiles in 30 nicastrese goats,"
34854798,Distribution of DGAT1 copy number variation in Chinese goats and its associations with milk production traits.,Study of  in goat
34350222,Effect of Weeping Teats on Intramammary Infection and Somatic Cell Score in Dairy Goats.,Detection of  in goat
34696389,"Risk Factors Associated with the Alpine Multispecies Farming System in the Eradication of CAEV in South Tyrol, Italy.",Approach of  in animal
34484167,"Dodecapeptide Cathelicidins of Cetartiodactyla: Structure, Mechanism of Antimicrobial Action, and Synergistic Interaction With Other Cathelicidins.",Study of  in goat
34307087,Patellar luxation in Hejazi goats., and its association with genetic
34255980,The InDel variants of sheep IGF2BP1 gene are associated with growth traits., and its association with protein
34291885,Comparison of mtDNA control region among descendant breeds of the extinct Zaupel  sheep revealed haplogroup C and D in Central Europe.,Study of  in sheep
35172715,Time-course RNA-seq analysis reveals stage-specific and melatonin-triggered gene  expression patterns during the hair follicle growth cycle in Capra hircus.,Study of  in goat
34856818,Listeria monocytogenes at the interface between ruminants and humans: A comparative pathology and pathogenesis review.,The bacterium Listeria monocytogenes (Lm) is widely distributed in the
34220107,Study on bacterial pathogens through multiplex polymerase chain reaction system and their antimicrobial resistance pattern in goats presumed with fever and/or diarrhea.,Detection of  in livestock
34438796,"Polymorphisms of Codons 110, 146, 211 and 222 at the Goat PRNP Locus and Their Association with Scrapie in Greece.",Method of  in sheep
34359192,Detection of 15-bp Deletion Mutation within PLAG1 Gene and Its Effects on Growth  Traits in Goats.,Study of  in goat
34097819,Disentangling adaptation from drift in bottlenecked and reintroduced populations  of Alpine ibex., and its association with allele
35158687,Carcass Quality Profiles and Associated Genomic Regions of South African Goat Populations Investigated Using Goat SNP50K Genotypes.,Study of  in goat
