PMID,Original_Title,Generated_Title
34944304,Diffuse Alopecia and Thyroid Atrophy in Sheep.,Diffusion alopecia and hyperkeratosis in sheep with selenium and zinc deficiency.
35402911,DNA methylation in relation to gestational age and brain dysmaturation in preterm infants.,Genome-wide variation in DNA methylation in the saliva of neonates at term equivalent age and its associations with brain development.
35251778,Extensive sheep grazing is associated with trends in steppe birds in Spain: recommendations for the Common Agricultural Policy.,The relationship between sheep and steppe bird populations in Spain during the period 1998-2018.
34869731,Molecular Characterization of a Tetraspanin TSP11 Gene in Echinococcus granulosus and Evaluation Its Immunoprotection in Model Dogs.,Immunolocalization of the major antigen coding sequence of tetraspanin 11 (Eg-TSP11) from Echinococcus granulosus.
34379287,Identification of sequence variation in the oocyte-derived bone morphogenetic protein 15 (BMP15) gene (BMP15) associated with litter size in New Zealand sheep  (Ovis aries) breeds.,Variation in the bone morphogenetic protein 15 gene (BMP15) and its association with litter size in Finnish Landrace sheep.
35428998,Genomic analysis of 10 years of artificial selection in community-based breeding  programs in two Ethiopian indigenous sheep breeds.,Genome-wide genetic differentiation between community-based breeding programs and non-cBBP flocks.
34721524,A Comprehensive Comparison of Haplotype-Based Single-Step Genomic Predictions in  Livestock Populations With Different Genetic Diversity Levels: A Simulation Study.,Accuracy and bias of genomic breeding values in high and low heritability traits in sheep.
34609166,Metagenomic Sequencing Reveals that High-Grain Feeding Alters the Composition and Metabolism of Cecal Microbiota and Induces Cecal Mucosal Injury in Sheep.,Effect of high-grain diet on the cecal microbiome and host epithelial gene expression in sheep.
34674211,The Impact of Altitude at Birth on Perinatal Respiratory Support for Neonates with Trisomy 21.,Association between trisomy 21 and perinatal respiratory support following delivery in neonates with and without t21.
34775926,Polymorphism and expression of the HMGA1 gene and association with tail fat deposition in Hu sheep.,HMGA1 polymorphism affects tail fat weight in Hu sheep.
34714701,"Transplant of Autologous Mesenchymal Stem Cells Halts Fatty Atrophy of Detached Rotator Cuff Muscle After Tendon Repair: Molecular, Microscopic, and Macroscopic  Results From an Ovine Model.",Electropulse-assisted injection of mesenchymal stem cells mitigates muscle-to-fat conversion after tendon repair in Swiss Alpine sheep.
34498889,Heavy drinking and drinking harms for cisgender and transgender college students.,"Alcohol use, consequences, and their interrelationship among cisgender and transgender college students."
34627407,Equine grass sickness (a multiple systems neuropathy) is associated with alterations in the gastrointestinal mycobiome.,Molecular characterisation of the gastrointestinal mycobiota of horses with equine grass sickness.
34904532,Polymorphisms in the ovine GP5 gene associated with blood physiological indices.,Polymorphisms in GP5 affect blood physiological indices of 1065 sheep.
35088174,"Association of single nucleotide polymorphisms in the CAPN, CAST, LEP, GH, and IGF-1 genes with growth parameters and ultrasound characteristics of the Longissimus dorsi muscle in Colombian hair sheep.","Single nucleotide polymorphisms in calpain, calpastatin, leptin, growth hormone, and insulin-like growth factor 1 are associated with growth characteristics in Colombian hair sheep."
34543455,Association between novel variants in BMPR1B gene and litter size in Mongolia and Ujimqin sheep breeds.,Identification of novel polymorphisms in the bone morphogenetic protein receptor 1B gene of Mongolia sheep.
34571323,Evaluation of a Cooperia oncophora double-domain ASP-based vaccine against Cooperia spp. infections in cattle and sheep.,Protective effects of a double-domain activation-associated secreted protein (dd-Co-ASP) isolated from the bovine small intestinal parasite Cooperia oncophora.
34946875,Genome-Wide Selective Signatures Reveal Candidate Genes Associated with Hair Follicle Development and Wool Shedding in Sheep.,Genome-wide association study of hair follicle development and wool shedding in sheep.
35327994,Comparative Transcriptomic Analysis of Hu Sheep Pituitary Gland Prolificacy at the Follicular and Luteal Phases.,Transcriptomic analysis of the sheep pituitary gland during the estrus cycle.
34944305,Detection of Novel Variations Related to Litter Size in BMP15 Gene of Luzhong Mutton Sheep (Ovis aries).,Association analysis of BMP15 polymorphisms with litter size in Luzhong mutton ewes.
34546582,Mitochondrial Calcium uniporters are essential for meiotic progression in mouse oocytes by controlling Ca2+ entry.,Mitochondrial calcium uniporter-dependent mitochondrial Ca2+ regulates meiotic maturation.
34724628,High Prevalence of Asymptomatic Malarial Anemia and Association with Early Conversion from Asymptomatic to Symptomatic Infection in a Plasmodium falciparum  Hyperendemic Setting in Cameroon.,Asymptomatic malaria parasitemia and its association with anemia in highly exposed individuals in a malaria hyperendemic area in Cameroon.
35406677,L-Type Cav1.3 Calcium Channels Are Required for Beta-Adrenergic Triggered Automaticity in Dormant Mouse Sinoatrial Pacemaker Cells.,Cav1.3 Ca2+ release in dormant sinoatrial node cells is regulated by the activity of plasmalemmal ion channels.
34973142,Prevalence of Pathogenic and Potentially Pathogenic Inborn Error of Immunity Associated Variants in Children with Severe Sepsis.,Identification of inborn errors of immunity in children with sepsis using whole-exome sequencing.
35325642,A novel p.K116Q SNP in the OLR1 gene and its relation to fecundity in Awassi ewes.,A missense polymorphism in the OLR1 gene affects fecundity traits in Awassi ewes.
35211149,"Genome-Wide Identification of mRNAs, lncRNAs, and Proteins, and Their Relationship With Sheep Fecundity.",Identification of HSD17B1 and MSTRG.28645 as candidate genes for litter size in sheep.
34573664,Detection and Visualization of Heterozygosity-Rich Regions and Runs of Homozygosity in Worldwide Sheep Populations.,Identification of runs of homozygosity in sheep using a business intelligence (BI) tool.
34760910,Ruminal Microbes Exhibit a Robust Circadian Rhythm and Are Sensitive to Melatonin.,The association between ruminal hormones and microbiota in lactating cows and their associations with circadian rhythms.
34941886,"Hepatic transcriptome analysis identifies genes, polymorphisms and pathways involved in the fatty acids metabolism in sheep.",Transcriptome profiling of liver tissues from sheep with divergent USFA content.
34599210,In silico identification of variations in microRNAs with a potential impact on dairy traits using whole ruminant genome SNP datasets.,Identification of microRNA genetic variants expressed in the mammary gland and localized in dairy quantitative trait loci.
34658327,Exploration of factors associated with spatial-temporal veterinary surveillance diagnoses of rumen fluke (Calicophoron daubneyi) infections in ruminants using zero-inflated mixed modelling.,Temporal and spatial analysis of rumen fluke (Calicophoron daubneyi) in a temperate region in Europe.
34827951,Protein Supplementation and Grazing Behavior for Cows on Differing Late-Season Rangeland Grazing Systems.,Low- or high-residual feed intake alters grazing behavior in Hereford × Angus cattle on continuously or rotationally grazed rangelands.
34678672,Comparison of ovine β-globin haplotype sequences and a new multiplex PCR for identification.,Development of a conventional multiplex PCR for β-globin haplotype identification in Morada Nova sheep.
35101354,Magnetic Seeds: An Alternative to Wire Localization for Nonpalpable Breast Lesions.,Comparison of magnetic seed localization and wire localization for excision of nonpalpable breast lesions: A retrospective cohort analysis.
35189651,Assessment of Racial Disparities in Aspirin Prophylaxis for Preeclampsia Prevention.,Association between counseling/prescription and uptake of aspirin prophylaxis in a cohort of women with chronic hypertension.
35194693,"Analysis of bluetongue disease epizootics in sheep of Andhra Pradesh, India using spatial and temporal autocorrelation.","Spatial analysis of bluetongue epizootics in sheep in Andhra Pradesh, India."
35216196,Characterization and Interaction Analysis of the Secondary Cell Wall Synthesis-Related Transcription Factor PmMYB7 in Pinus massoniana Lamb.,Interaction of R2R3-myeloblastosis transcription factor PmMYB7 with caffeoyl CoA 3-O-methyltransferase-2 (PmCCoAOMT2) in plant cells.
34500050,Ovine ELOVL5 and FASN genes polymorphisms and their correlations with sheep tail  fat deposition.,Evaluation of ELOVL5 and FASN polymorphisms associated with tail fat deposition in sheep.
34868196,Isobaric Tags for Relative and Absolute Quantification-Based Proteomics Reveals Candidate Proteins of Fat Deposition in Chinese Indigenous Sheep With Morphologically Different Tails.,Identification of differentially expressed proteins in the tail of Chinese indigenous sheep.
34472112,Trends towards revealing the genetic architecture of sheep tail patterning: Promising genes and investigatory pathways.,Genetic determinism of sheep tail characteristics: a review.
35228133,Association analysis between novel variants in LEPR gene and litter size in Mongolia and ujimqin sheep breeds.,Identification of novel polymorphisms in the leptin receptor gene and their association with litter size in sheep.
35360858,Variants Within Genes EDIL3 and ADGRB3 are Associated With Divergent Fecal Egg Counts in Katahdin Sheep at Weaning.,Genome-wide association analysis of intestinal nematode infection in Katahdin sheep.
34882990,Association of Ovar-DRB1 alleles with innate immune responses in sheep.,Association of Ovar-DRB1 locus with inflammatory cytokines and acute-phase proteins in Iranian Lori-Bakhtiari sheep.
35223538,Natural History and Ecology of Interactions Between Bordetella Species and Amoeba.,The loss of the ability to interact with amoebae in Bordetella bronchiseptica: a genome-wide association study.
34394196,"Genes and Pathways Affecting Sheep Productivity Traits: Genetic Parameters, Genome-Wide Association Mapping, and Pathway Enrichment Analysis.",Genome-wide association study identifies genes affecting pregnancy outcomes and lamb growth after weaning in Iranian Baluchi sheep.
34529728,Genetic differentiation of mainland-island sheep of Greece: Implications for identifying candidate genes for long-term local adaptation.,Genome-wide association analysis identifies a highly differentiating quantitative trait locus on OAR4 affecting local adaptation in Greece.
35304498,Analysis tools for single-monomer measurements of self-assembly processes.,Single-molecule analysis of the monomer assembly of actin in the presence of class II nucleators Cappuccino and Spire.
34787782,Long COVID and COVID-19-associated cystitis (CAC).,Association of COVID-19-associated cystitis with new or worsening urological symptoms after hospitalization.
34964680,Nonverbal Emotions While Disclosing Child Abuse: The Role of Interviewer Support.,Nonverbal emotional expression and informativeness during forensic interviews with children alleging child abuse.
34797700,Detecting Single Nucleotide Polymorphisms in MEF2B and UCP3 and Elucidating Their Association with Sheep Growth Traits.,Single nucleotide polymorphisms in MEF2B and UCP3 are associated with sheep growth traits.
35317671,"Ewe are what ewe wear: bigger horns, better ewes and the potential consequence of trophy hunting on female fitness in bighorn sheep.",The association between female horn length and reproductive performance in female bighorn sheep.
34850658,Animal safety of a tall fescue endophyte (Epichloë sp.) in a perennial ryegrass (Lolium perenne) host.,Effects of tall fescue endophyte (Epichloë sperenne) on ryegrass in sheep.
34887487,"FASN, SCD1 and ANXA9 gene polymorphism as genetic predictors of the fatty acid profile of sheep milk.","Single nucleotide polymorphisms in the ANXA9, FASN and SCD1 genes and their association with long-chain fatty acids profile in milk from Zošľachtená valaška sheep."
34981017,Using the PCR and Blood Agar in Diagnosis of Semen Bacterial Contamination of Fertile and Infertile Men.,"Molecular characterization of semen from men with Genital Tract Infection in Yazd, Iran."
35177770,The Antarctic Weddell seal genome reveals evidence of selection on cardiovascular phenotype and lipid handling.,Genome-wide analysis of the Weddell seal (Leptonychotes weddellii).
34440417,Genome-Wide Analysis for Early Growth-Related Traits of the Locally Adapted Egyptian Barki Sheep.,Genome-wide association analysis of growth traits in Barki sheep.
34760406,Integrative analysis of Iso-Seq and RNA-seq data reveals transcriptome complexity and differentially expressed transcripts in sheep tail fat.,Transcriptomic analysis of tail fat from thin-tailed sheep reveals novel transcripts and transcripts associated with tail  deposition.
34823870,Plasma homoarginine concentrations in ewe's pregnancy and association with the number of fetuses.,A striking increase in homoarginine concentrations during pregnancy in Sarda breed ewes.
35332049,Novel predictive role for mid-regional proadrenomedullin in moderate to severe aortic stenosis.,Paired biomarkers in aortic stenosis and their association with primary and secondary outcomes.
35336723,Non-Coding Transcriptome Provides Novel Insights into the Escherichia coli F17 Susceptibility of Sheep Lamb.,Transcriptomic analysis of the jejunum of enterotoxigenic Escherichia coli F17-antagonism and -sensitive lambs.
34904916,"Genome sequence of Dichelobacter nodosus JKS-07B isolate from J&K, India associated with virulent footrot of sheep.",Identification and characterization of a serogroup B of Dichelobacter nodosus in India.
34533033,"Acute Decompensated Heart Failure and the Kidney: Physiological, Histological and Transcriptomic Responses to Development and Recovery.",Acute decompensated heart failure in an ovine model of acute kidney injury.
35052387,A Nonsense Variant in CCDC65 Gene Causes Respiratory Failure Associated with Increased Lamb Mortality in French Lacaune Dairy Sheep.,Identification of a Lacaune deficient homozygous haplotype 6 (LDHH6) with a premature stop codon in the Coiled-Coil Domain Containing 65 gene.
35227193,Genome variation in tick infestation and cryptic divergence in Tunisian indigenous sheep.,Genome-wide signatures of selection for tick resistance in indigenous Tunisian sheep.
34681114,"Antibiotic Resistance of Staphylococci from Bulk-Tank Milk of Sheep Flocks: Prevalence, Patterns, Association with Biofilm Formation, Effects on Milk Quality, and Risk Factors.",Antibiotic resistance of staphylococcal isolates from bulk-tank milk of sheep flocks in Greece.
34900349,"Prevalence and Risk Factors of Bovine and Ovine Lungworm Infection at Durame District, Southern Ethiopia.",Comparative study on the prevalence and risk factors of lungworm infection in sheep and cattle of the Durame zone of Kembata Tembaro.
34682286,Genomic Diversity Analysis Reveals a Strong Population Structure in Histoplasma capsulatum LAmA (Histoplasma suramericanum).,Whole-Genome Sequencing Reveals the Population Structure of Histoplasma suramericanum in South America.
34789208,Educational differences in diabetes and diabetes self-management behaviours in WHO SAGE countries.,"Associations between education and diabetes, and self-management behaviours in six low- and middle-income countries."
34944323,Ovine Toll-like Receptor 9 (TLR9) Gene Variation and Its Association with Flystrike Susceptibility.,Variation in Toll-like receptor9 (TLR9) in sheep with flystrike.
34659357,Differential Methylation and Transcriptome Integration Analysis Identified Differential Methylation Annotation Genes and Functional Research Related to Hair Follicle Development in Sheep.,Identification of WNT2 gene as a potential gene for hair follicle development in Super Merino sheep.
34968818,Meta-analysis of genome-wide association studies for litter size in sheep.,Genome-Wide Association Studies Reveal Candidate Genes Associated with Litter Size in Sheep.
34861880,Signature selection analysis reveals candidate genes associated with production traits in Iranian sheep breeds.,Genome-wide association study of wool production traits and adaptation to hot arid environments in Iranian sheep.
35449433,Comparative analysis of long noncoding RNA and mRNA expression provides insights  into adaptation to hypoxia in Tibetan sheep.,Transcriptome analysis of long noncoding RNA and mRNA in the liver and lung tissues of Tibetan sheep.
34586970,Survey of the relationship between polymorphisms within the BMPR1B gene and sheep reproductive traits.,Polymorphisms in the BMPRIB gene and their association with litter size in sheep.
34657528,Harnessing an Integrated Health Communication (IHC) Framework for Campaigns: A Case of Prescription Drug Decision Making.,Integrated Health Communication: A Framework for Understanding the Interrelationships between Mass Mediated and Intent Health Information.
34544373,Effects of mulberry leaf silage on antioxidant and immunomodulatory activity and  rumen bacterial community of lambs.,"Effect of mulberry leaf silage on rumen microbiome, antioxidant capacity and immune function in lambs."
34666626,Variation in ovine KRTAP8-1 affects mean staple length and opacity of wool fiber.,Variation in keratin-associated proteins gene (KRTAP8-1) in five sheep breeds and breed-crosses.
34856922,A comprehensive genome-wide scan detects genomic regions related to local adaptation and climate resilience in Mediterranean domestic sheep.,Genome-wide characterization of the highly productive Mediterranean Chios dairy sheep genome and heritability mapping analyses reveal a novel adaptative trait.
34556147,Molecular characterization and immune protection of the 3-hydroxyacyl-CoA dehydrogenase gene in Echinococcus granulosus.,Molecular characterization and immunization of Echinococcus granulosus 3-hydroxyacyl-CoA dehydrogenase (EgHCDH) gene in protoscoleces and adult worms.
35450541,A prospective cohort study of head circumference and its association with neurodevelopmental outcomes in infants and young children in rural Guatemala.,Prevalence of microcephaly in infants and young children and their association with the Mullen Scales of Early Learning in Rural Guatemala.
34893307,Periprosthetic femoral fracture type and location are influenced by the presence  of an ipsilateral knee arthroplasty implant: A case-control study of 84 interprosthetic femoral fractures.,Comparison of Vancouver Classification System (VCS) grade and Arbeitsgemeinschaft für Osteosynthesefragen/Orthopaedic Trauma Association (O/OTA) fracture type in interprosthetic femoral fractures with ipsilateral total knee ar
35192431,Association of SNPs within PTPN3 gene with wool production and growth traits in a dual-purpose sheep population.,Single-nucleotide polymorphisms in PTPN3 are associated with wool production and growth traits in fine wool sheep.
35158726,"Effects of Leptin, Growth Hormone and Photoperiod on Pituitary SOCS-3 Expression  in Sheep.","Effects of leptin, GH, and day length on the expression of cytokine signaling-3 in the adenohypophyses of sheep."
34879913,Genome-wide association study of a thermo-tolerance indicator in pregnant ewes exposed to an artificial heat-stressed environment.,Genome-wide association study for heat stress tolerance in pregnant Columbia-Rambouillet sheep.
34894464,"Are English-language online patient education materials related to breast cancer  risk assessment understandable, readable, and actionable?","Comparison of readability, understandability and actionability of online patient education materials related to breast cancer risk assessment."
34725768,Stretch-Induced Intimal Failure in Isolated Cerebral Arteries as a Function of Development.,Subfailure disruption of the intima in overstretched sheep cerebral arteries following blunt cerebrovascular injury.
34730075,Variants of ADPGK gene and its effect on the male reproductive organ parameters and sperm count in Hu sheep.,Polymorphisms in the ADPGK gene are associated with testis traits and spermatogenesis in Hu sheep.
34748666,Associations between MHC class II variation and phenotypic traits in a free-living sheep population.,Associations between histocompatibility complex class II variation and phenotypic traits in free-living sheep.
34865600,Comparative analysis of genome-wide copy number variations between Tibetan sheep  and White Suffolk sheep.,Genome-wide association study of DNA copy number variations between Tibetan sheep and White Suffolk sheep.
35309120,Transcriptome Sequencing-Based Mining of Genes Associated With Pubertal Initiation in Dolang Sheep.,Transcriptome analysis of hypothalamic transcriptome associated with the initiation of puberty in Dolang sheep.
35396558,Multi-week prediction of livestock chill conditions associated with the northwest Queensland floods of February 2019.,Livestock chill conditions associated with the compound extreme weather event in the northwest Queensland Gulf region.
34795381,Whole-genome sequence analysis unveils different origins of European and Asiatic  mouflon and domestication-related genes in sheep.,Interspecific introgression in domestic sheep and their wild relative species during domestication and subsequent selection.
34534381,Whole genome sequencing reveals a complex introgression history and the basis of  adaptation to subarctic climate in wild sheep.,Introgression in snow sheep (Ovis nivicola) reveals new insights into their adaptation to subarctic environments.
34543162,Estimation of the associations between GH and DGAT1 genes and growth traits by using decision tree in Awassi sheep.,Association between growth traits and DGAT1 gene polymorphism in Awassi sheep.
35328037,Novel Single Nucleotide Polymorphisms and Haplotype of MYF5 Gene Are Associated with Body Measurements and Ultrasound Traits in Grassland Short-Tailed Sheep.,Genetic variants of the MYF5 gene and their association with growth performance and ultrasound traits in grassland short-tailed sheep in China.
35282918,Kinetics of heat-induced interactions among whey proteins and casein micelles in  sheep skim milk and aggregation of the casein micelles.,Kinetics of the denatured whey proteins in sheep skim milk and their association with casein micelles.
35062999,Pasture rewetting in the context of nature conservation shows no long-term impact on endoparasite infections in sheep and cattle.,Long-Term Effect of Pasture Rewetting on Endoparasite Infection in Sheep and Cattle.
34438687,Evidence for the Continued Occurrence of Chorioretinopathy in Working Sheep Dogs  in New Zealand in 2010.,"The prevalence of chorioretinopathy in working sheep dogs in the South-West, Waikato, New Zealand."
35024036,"The Role of Feed Restriction on DNA Methylation, Feed Efficiency, Metabolome, Biochemical Profile, and Progesterone Patterns in the Female Filial Generation (F1) Obtained From Early Feed Restricted Ewes (F0).",Global Blood Methylation Profile and Metabolome Reveal Potential Intergenerational Effects of Early Feed Restriction of Dams and Ad libitum.
34359185,"Associations among Mammary Ultrasound Measurements, Milk Yield of Non-Dairy Ewe Lambs and the Growth of Their Single Lambs.","Mammary ultrasound predicts single lamb growth to W3, W5, and W7."
34588087,The relationship between mitochondrial ND5 gene polymorphisms and in vitro embryo production in Sanjabi sheep.,Molecular characterization of the ND5 gene and its association with in vitro maturation and in vivo culture in Sanjabi sheep.
35423875,Hybrid renewable energy/hybrid desalination potentials for remote areas: selected cases studied in Egypt.,Global desalination technologies for water distillation in remote areas of Egypt.
35179595,Left ventricular remodelling patterns in patients with moderate aortic stenosis.,Association between left ventricle remodelling patterns and outcomes in patients with moderate aortic stenosis.
35454221,Use of Fecal Indices as a Non-Invasive Tool for Ruminal Activity Evaluation in Extensive Grazing Sheep.,Association of fecal indices with ruminal biomarkers in sheep under extensive grazing conditions.
34887490,Genome-wide association study and genomic heritabilities for blood protein levels in Lori-Bakhtiari sheep.,Genome-wide association analysis of serum proteins in Lori-Bakhtiariari sheep.
34365864,Interpersonal Communication Influence on Health-Protective Behaviors Amid the COVID-19 Crisis.,Integrated Health Communication: A Framework for Understanding the Interrelationships Between Mass Mediated and Intent Health Information and Intent to Find Prescription Drugs.
34388932,Key factors affecting seed germination in phytotoxicity tests during sheep manure composting with carbon additives.,The relationship between water-soluble substances in compost and seed germination in sheep manure.
34919579,Use of spineless cactus associated with legume hay in the feedlot-finishing of lambs in semi-arid regions.,Effects of diets containing spineless cactus associated with hays of different legume species on carcass traits of lambs.
34941843,Roles of WNT6 in Sheep Endometrial Epithelial Cell Cycle Progression and Uterine  Glands Organogenesis.,WNT6 regulates endometrial epithelial cells and uterine glands in Hu sheep.
35022681,One-year performance of biorestorative polymeric coronary bypass grafts in an ovine model: correlation between early biomechanics and late serial Quantitative  Flow Ratio.,Mechanical factors and late flow metrics of coronary bypass grafts in an ovine model.
35078996,A genome-wide association study of serum proteins reveals shared loci with common diseases.,A genome-wide proteogenomic study of serum proteins and their associations with serum protein levels.
34597752,"Mendelian randomization study of the relation between adiponectin and heart function, unravelling the paradox.",The effect of genetically-determined heart function and NT-proBNP as the main marker of heart failure on adiponectin concentrations in individuals at high cardiovascular risk.
34974772,An inherited night blindness in Wiltshire sheep.,Retinal degeneration affecting rod photoreceptors in Wiltshire sheep.
35097043,Lesion Material From Treponema-Associated Hoof Disease of Wild Elk Induces Disease Pathology in the Sheep Digital Dermatitis Model.,Transmissible treponeme-associated hoof disease in wild elk (Cervus elaphus).
35352359,Genetic polymorphisms within the ETAA1 gene associated with growth traits in Chinese sheep breeds.,Identification of an 8-bp indel within the ETAA1 gene and its associations with growth traits in sheep.
34394181,Whole-Transcriptome Analysis of Preadipocyte and Adipocyte and Construction of Regulatory Networks to Investigate Lipid Metabolism in Sheep.,Whole-Transcriptome Sequencing Reveals Regulatory Networks for Intramuscular Adipocyte Differentiation in Sheep.
34707374,Serum Albumin as a Cross-Reactive Component in Furry Animals May Be Related to the Allergic Symptoms of Patients with Rhinitis.,Sensitivity to various furry animal extracts and components based on component resolved diagnosis in patients with allergic rhinitis.
34727013,Variation in the ovine FOXP3 gene and its effect on growth traits in Egyptian Barki sheep.,Polymorphisms in FOXP3 gene and their association with growth traits in Barki sheep.
35074618,Ovine footrot in Southern Portugal: Detection of Dichelobacter nodosus and Fusobacterium necrophorum in sheep with different lesion scores.,Detection of Dichelobacter nodosus and Fusobacteriaium necrophorum in footrot-affected flocks in the Southern of Portugal.
35177909,"Seroprevalence and Associated Risk Factors of Ovine Brucellosis in South Omo Zone, Southern Ethiopia.","Seroprevalence and associated risk factors of brucellosis in sheep from South Omo zone, Southern Ethiopia."
34763255,Allele/haplotype variation in the MHC-DQA2 gene in Spanish sheep and its association with footrot susceptibility.,"Variation in the MHC-DQA2 gene and its association with footrot infection in Spanish Merino, Black and Churra Lebrijana sheep."
35146584,"Effects of rosemary (Rosmarinus officinalis) by-products and linseed (Linumusitatissimum) intake on digestibility, body weight gain, and estimated tissular composition in cull fat-tailed ewes.",Effect of rosemary (Rosmarinus officinalis) residues on digestive aspects and body weight gain in fat-tailed Barbarine ewes.
34514660,The association between female reproductive performance and leukocyte telomere length in wild Soay sheep.,The relationship between telomere length and reproductive performance in a free-living population of Soay sheep.
34963194,A mutation modulating DDX3Y gene expression cosegregates with the major Y-chromosomal haplogroups and with testis size in Hu sheep.,Identification of a novel Y-chromosomal haplogroups associated with testis size in Hu sheep.
35192073,Association between host genetics of sheep and the rumen microbial composition.,Relationship between the Rumen Microbiome of Damara and Meatmaster Sheep and Their Association with the Host Genetics.
34593736,Bone Mineralization and Spinal Fusion Evaluation of a Truss-based Interbody Fusion Device: Ovine Finite Element Analysis with Confirmatory In Vivo Outcomes.,"Comparison of load-induced strain amplitudes, bone mineralization and fusion outcomes in a truss-based interbody fusion device."
34429028,Variations in the insulin receptor substrate 1 (IRS1) and its association with growth traits in Chinese black Tibetan sheep (Ovis aries).,Polymorphisms within 3' untranslated region of insulin receptor substrate 1 (IRS1) in Chinese black Tibetan sheep.
34971343,Polymorphism of sheep PRKAA2 gene and its association with growth traits.,Single nucleotide polymorphisms in PRKAA2 gene are associated with growth-related traits in sheep.
34893624,Using imputation to provide harmonized longitudinal measures of cognition across  AIBL and ADNI.,A machine learning algorithm to impute longitudinal neuropsychological test scores using imputation across observational studies.
34928775,The ND1 and CYTB genes polymorphisms associated with in vitro early embryo development of Sanjabi sheep.,Polymorphisms of ND1 and CYTB genes and in vitro maturation in Sanjabi sheep.
35127102,Genotypic and allelic frequency of a mutation in the NHEJ1 gene associated with collie eye anomaly in dogs in Italy.,A 7.8-kb deletion in the NHEJ1 canine gene is associated with Collie Eye Anomaly in Italian dogs.
34962189,The time-continuous association between turnout and axial joint moments in the competitive Irish dance 'fly' landing.,The relationship between the hip and ankle external rotation vector field and maximum internal rotation moments of the ankle and knee.
34550484,Can roughage: concentrate ratio affect the action of red propolis extract on sheep metabolism?,"Red propolis extract, in different roughage: concentrate ratios, affects ruminal digestibility, rumen parameters, and serum biochemistry of Santa Inês sheep."
34864942,Moderate aortic stenosis: importance of symptoms and left ventricular ejection fraction.,Association of moderate aortic stenosis with low-normal symptoms and left ventricular ejection fraction in patients with mild symptoms.
34551677,Mutations in porin LamB contribute to ceftazidime-avibactam resistance in KPC-producing Klebsiella pneumoniae.,CAZ-AVI resistance associated with mutations in porin LamB in Klebsiella pneumoniae-resistant strains.
34704550,"Stearic acid does not overcome conjugated linoleic acid trans-10, cis-12-induced  milk fat depression in lactating ewes.","Stearic acid supplementation does not reduce milk fat synthesis and reduce the antilipogenic effects of trans-10, cis-12 conjugated linoleic acids in lactating ewes."
35299915,Synergistic action of Viteselen with anti-Fasciola drug as a tool for improving fertility and hemato-biochemical biomarkers in Fasciola infected sheep.,Triclalbendazole and Viteselen Improve the Body Condition of Naturally Infected Sheep with Fasciola gigantica.
35378505,"Prevalence of Crimean-Congo Hemorrhagic Fever Virus among Livestock and Ticks in  Zhambyl Region, Kazakhstan, 2017.",Seroprevalence of Crimean-Congo hemorrhagic fever virus (CCHFV) virus in cattle and sheep from Zhambyl region of southern Kazakhstan.
35079000,Coding and regulatory variants are associated with serum protein levels and disease.,High-frequency and common exome array variants associated with serum levels of 1942 proteins in the AGES Reykjavik cohort.
35456472,Genetic Polymorphisms of IGF1 and IGF1R Genes and Their Effects on Growth Traits  in Hulun Buir Sheep.,Identification of single nucleotide polymorphisms and haplotype combinations associated with growth traits in Hulun Buir sheep.
34481004,Expression of ovine CTNNA3 and CAP2 genes and their association with growth traits.,Association analysis of CTNNA3 and CAP2 gene polymorphisms with growth traits in Hu sheep.
34872433,Effects of SPARCL1 on the proliferation and differentiation of sheep preadipocytes.,"SPARCL1 regulates intramuscular fat production by inhibiting PPARγ, CCAAT/enhancer-binding protein LPL, and IGF1 genes expression in preadipocytes."
35215417,Genetic Biomarkers of Metabolic Detoxification for Personalized Lifestyle Medicine.,Association of single nucleotide polymorphisms with functional biomarkers of detox metabolism in the context of clinical trials.
35104000,"Polymorphisms and association of GRM1, GNAQ and HCRTR1 genes with seasonal reproduction and litter size in three sheep breeds.","Polymorphisms in GRM1, GNAQ and HCRTR1 genes and their association with seasonal reproduction and litter size in sheep."
35125115,Insights into the role of major bioactive dietary nutrients in lamb meat quality: a review.,Vitamin E Delays Lipid Oxidation in Meat by Decreasing the Concentrations of Polyunsaturated Fatty Acids.
34485439,"Association of DGAT1 With Cattle, Buffalo, Goat, and Sheep Milk and Meat Production Traits.","Diacylglycerol O-Acyltransferase 1 (DGAT1) Gene Is Associated with Milk and Meat Production Traits in Cattle, Buffalo, Goat, and Sheep."
34372496,"First Survey of SNPs in TMEM154, TLR9, MYD88 and CCR5 Genes in Sheep Reared in Italy and Their Association with Resistance to SRLVs Infection.","Association of polymorphisms in TMEM154, TLR9, MYD88 and CCR5 genes with small ruminant lentivirus infection in sheep."
35433706,Integration Analysis of Transcriptome and Proteome Reveal the Mechanisms of Goat  Wool Bending.,Transcriptome and proteome analysis of hair follicle and wool bending in a Chinese native goat breed.
35219814,Variation in caprine KRTAP1-3 and its association with cashmere fibre diameter.,Sequence variation in caprine keratin-associated protein 1-3 affects fibre traits in Longdong cashmere goats.
34489888,Genome Sequencing and Comparative Genomics of Indian Isolates of Brucella melitensis.,Whole genome phylogeny of Brucella melitensis isolated from East Mediterranean strains in India.
34159253,"An investigation of the effects of BMPR1B, BMP15, and GDF9 genes on litter size in Ramlıç and Dağlıç sheep.","Polymorphisms in BMPR1B, BMP15, and GDF9 genes and their association with litter size in sheep."
