PMID,Original_Title,Rule_Based_Title,BART_Title,Hybrid_Title,BLEU_Score
35091745,Impaired intrauterine growth in the context of maternal hookworm infection during gestation.,"Hookworm infection is associated with poor nutritional outcomes, anemia and","Maternal hookworm infection during pregnancy is associated with poor nutritional outcomes, anemia and impaired cognitive performance in a cohort of women.","Maternal hookworm infection during pregnancy is associated with poor nutritional outcomes, anemia and impaired cognitive performance in a cohort of women.",0.13076558875109015
34808328,Risk factors for jockey falls in Japanese Thoroughbred jump racing.,Jockey safety is an important subject from a welfare perspective,Risk factors associated with jockey falls in Thoroughbred jump races held by the Japan Racing Association.,Risk factors associated with jockey falls in Thoroughbred jump races held by the Japan Racing Association.,0.08947853200770763
35368402,Packed cell volume and heart rate to predict medical and surgical cases and their short-term survival in horses with gastrointestinal-induced colic.,125 horses with gastrointestinal tract-induced colic was to,"Heart rate, packed cell volume, and its short-term survival in horses with gastrointestinal tract-induced colic.","Heart rate, packed cell volume, and its short-term survival in horses with gastrointestinal tract-induced colic.",0.2073607464953792
34973368,Antibody Responses to a Reverse Genetics-Derived Bivalent Inactivated Equine Influenza Vaccine in Thoroughbred Horses.,Updating vaccine strains is important to control equine influenza (EI).,Evaluation of a bivalent inactivated equine influenza virus derived from reverse genetics as vaccine candidates in Thoroughbred horses.,Evaluation of a bivalent inactivated equine influenza virus derived from reverse genetics as vaccine candidates in Thoroughbred horses.,0.21258844131063828
34943238,Genomic Analysis of 18th-Century Kazakh Individuals and Their Oral Microbiome., and its association with genetic,"Molecular analysis of Tannerella forsythia, a periodontal pathogen from the Kazakh Khanate, in Central Asia.","Molecular analysis of Tannerella forsythia, a periodontal pathogen from the Kazakh Khanate, in Central Asia.",0.030934588294313718
34974118,Clinical and pathological examination of mycotoxicosis as an associated risk factor for colic in equine.,A retrospective cohort study was conducted on two Egyptian horse,Mycotoxicosis and equine colic: a retrospective cohort study.,Mycotoxicosis and equine colic: a retrospective cohort study.,0.013769637489372186
34612517,"Biallelic TMEM260 variants cause truncus arteriosus, with or without renal defects.", and its association with phenotype,Analysis of biallelic TMEM260 variants segregating with structural heart defects and renal anomalies syndrome in children.,Analysis of biallelic TMEM260 variants segregating with structural heart defects and renal anomalies syndrome in children.,0.06917184228205472
34621931,Dataset of single nucleotide polymorphisms and comprehensive proteomic analysis of Streptococcus equi subsp. equi ATCC 39506., and its association with gene,Genome-wide proteomic analysis of extracellular vesicle proteome of Streptococcus equi.,Proteomic analysis of extracellular vesicles from Streptococcus equi subspecies equi (S. equi).,0.07949671608062518
34444402,"The Potential Role of Hamstring Extensibility on Sagittal Pelvic Tilt, Sagittal Spinal Curves and Recurrent Low Back Pain in Team Sports Players: A Gender Perspective Analysis.",It is assumed that mechanical restriction of hamstring tightness disrupts,The effect of hamstring extensibility on sagittal pelvic tilt and lumbar curve in soccer and basketball players with low back pain.,"The effect of hamstring extensibility on sagittal pelvic tilt, sagittal spinal curves, and low back pain in soccer and basketball players.",0.40877452845961715
35062868,Performance of Swedish Warmblood fragile foal syndrome carriers and breeding prospects., and its association with allele,Effect of the Warmblood fragile foal syndrome (WFFS) carrier genotype on horse performance traits.,Effect of the Warmblood fragile foal syndrome (WFFS) mutation on performance traits in Swedish Warmblood horses.,0.1892240568795935
34530895,"15q26 deletion in a patient with congenital heart defect, growth restriction and  intellectual disability: case report and literature review.", and its association with genotype,A 15q26 monosomy associated with atrial septal defects and congenital heart defect in a girl.,A 15q26 monosomy associated with atrial septal defects and congenital heart defect.,0.02645423789199203
34655811,Duplication of blaCTX-M-1 and a class 1 integron on the chromosome enhances antimicrobial resistance in Escherichia coli isolated from racehorses in Japan., and its association with chromosome,Extended-Spectrum β-Lactamase-Producing Enterobacteriaceae Isolates from Horses with Endocarditis and sepsis in Japan.,Extended-Spectrum β-Lactamase-Producing Enterobacteriaceae Isolates from Horses with Endocarditis and sepsis in Japan.,0.018616533639060073
34864361,Assessment of anti-Müllerian hormone in mares' transitional period and in relation to fertility in elderly mares., and its association with marker,Association between anti-Müllerian Hormone (AMH) concentrations and early pregnancy rate in mares in the transition period.,Association between anti-Müllerian Hormone (AMH) concentrations and early pregnancy rate in mares in the transition period.,0.032709344708772174
35431284,Investigation of multiple Felis catus papillomavirus types (-1/-2/-3/-4/-5/-6) DNAs in feline oral squamous cell carcinoma: a multicentric study.,Recent evidence suggests a possible association of Felis catus papillomavirus,Identification of FcaPV-1/-2/-3/-4/-5/-6 in Feline Oral Squamous Cell Carcinoma in Italy and Austria.,Identification of FcaPV-1/-2/-3/-4/-5/-6 in Feline Oral Squamous Cell Carcinoma in Italy and Austria.,0.2060273910062763
35283854,"Microbial Biofilms Along a Geochemical Gradient at the Shallow-Water Hydrothermal System of Vulcano Island, Mediterranean Sea.",Shallow water hydrothermal vents represent highly dynamic environments where strong,"Molecular characterization of microbial biofilms from a shallow-water hydrothermal vent system in Levante Bay, Italy.","Molecular characterization of microbial biofilms from a shallow-water hydrothermal vent system in Levante Bay, Italy.",0.04253467024029704
35023993,Equine nonneoplastic abnormal ovary in a draft mare with high serum anti-Müllerian hormone: a case study.,We performed a standing hand-assisted laparoscopic ovariectomy in a draft,Standing hand-assisted laparoscopic ovariectomy in a draft mare with an enlarged single cystic ovary.,Standing hand-assisted laparoscopic ovariectomy in a draft mare with an enlarged single cystic ovary.,0.23045806594604673
35197397,Characteristic computed tomographic myelography findings in 23 Thoroughbred horses.,Characteristic computed tomographic (ct) myelography findings of cervical,Characterization of cervical vertebral stenotic myelopathy lesions in Thoroughbred horses.,Characterization of cervical vertebral stenotic myelopathy lesions in Thoroughbred horses.,0.04939382737115371
34520465,Lack of effect on in-hospital mortality of drugs used during COVID-19 pandemic: Findings of the retrospective multicenter COVOCA study.,"INTRODUCTION: During COVID-19 pandemic, the use of several drugs has","Clinical Research Abstracts of the British Equine Veterinary Association Congress 2015. COVOCA, Campania Region Hospitals.","INTRODUCTION: During COVID-19 pandemic, the use of several drugs has",0.02281759320781575
34937842,Relationship between the ultrasonographic findings of suspected superficial digital flexor tendon injury and the prevalence of subsequent severe superficial  digital flexor tendon injuries in Thoroughbred horses: a retrospective study.,The onset of severe injury to the superficial digital flexor,Association between increased cross-sectional area and peritendinous edema in the subcutaneous tissue around the superficial digital flexor tendon in Thoroughbred racehorses.,Association between increased cross-sectional area and peritendinous edema in the subcutaneous tissue around the superficial digital flexor tendon in Thoroughbred racehorses.,0.10495620780256237
34880567,"Traumatic and non-traumatic spinal cord injury: Demographic characteristics, neurological and functional outcomes. A 7-year single centre experience.",OBJECTIVE: The aim of this study is to evaluate demographic,Neurorehabilitation of Traumatic and Non-traumatic Spinal Cord Injury: A Population Analysis of Patients in Messina.,Neurorehabilitation of Traumatic and Non-traumatic Spinal Cord Injury: A Population Analysis of Patients in Messina.,0.294489909390937
34539211,Persistence of virus-neutralizing antibodies in horses inoculated with two doses  of a live equine herpesvirus type 1 vaccine with different vaccination intervals.,The antibody response in horses inoculated with 2 doses of,The persistence of virus-neutralizing antibodies in horses inoculated with a live equine herpesvirus type 1 vaccine with different vaccination intervals.,The persistence of virus-neutralizing antibodies in horses inoculated with a live equine herpesvirus type 1 vaccine with different vaccination intervals.,0.7762535144898028
34801788,"DPF3, A Putative Candidate Gene For Melanoma Etiopathogenesis in Gray Horses.", and its association with chromosome,Identification of a Candidate Gene for Melanoma Pathogenesis in Gray Horses.,Identification of a Candidate Gene for Melanoma Pathogenesis in Gray Horses.,0.3508439695638686
34673473,Co-infection with Trypanosoma congolense and Trypanosoma brucei is a significant  risk factor for cerebral trypanosomosis in the equid population of the Gambia.,Trypanosomosis is a major cause of morbidity and mortality in,Pathogenesis of Trypanosoma brucei in horses and donkeys in The Gambia: A cross-sectional study.,Pathogenesis of Trypanosoma brucei in horses and donkeys in The Gambia: A cross-sectional study.,0.02774612916864152
34714153,Personalized Medicine for Kidney Transplantation: Association of Graft Survival and Acute Transplant Rejection with Genetic Variation in B Cell Activating Factor System Signaling., and its association with gene,Single nucleotide polymorphisms in B cell activating factor system genes associated with graft survival and acute rejection in Kidney Transplantation Patients.,Single nucleotide polymorphisms in B cell activating factor system genes associated with graft survival and acute rejection in Kidney Transplantation Patients.,0.3300888973300688
34967284,"Evaluation of Antibodies Directed Against Two GPCRs, Anti-AT1R and Anti-ETAR, on  Kidney Transplant Outcome.", and its association with protein,Non-HLA antibodies (anti-AT1R and anti-ETAR) in serum from patients with end-stage renal disease.,Non-HLA antibodies (anti-AT1R and anti-ETAR) in serum from patients with end-stage renal disease.,0.01710885360491025
34649126,The enteroinsular axis during hospitalization in newborn foals.,The enteroinsular axis (EIA) is an energy regulatory system that,Association of serum insulin and plasma glucagon-like peptide with the enteroendocrine factors in hospitalized foals.,"Association of insulin and plasma glucagon-like peptide-1, GLP-1 and GIP concentrations with the enteroendocrine factors in hospitalized foals.",0.014216645907653848
34956173,Transcriptional and Histochemical Signatures of Bone Marrow Mononuclear Cell-Mediated Resolution of Synovitis., and its association with protein,Transcriptomic analysis of bone marrow mononuclear cells in response to normal and inflamed synovial fluid.,Transcriptomic analysis of bone marrow mononuclear cells in response to normal and inflamed synovial fluid.,0.17395797375642233
34444372,Healthy Lifestyle and Academic Performance in Middle School Students from the Region of Aragón (Spain).,A healthy lifestyle is important to the present and future,"Associations between daily lifestyle habits and academic performance in adolescents from the autonomous community of Aragon, Spain.","Associations between daily lifestyle habits and academic performance in adolescents from the autonomous community of Aragon, Spain.",0.18295654224495206
34565068,Management of antithrombotic therapy in patients with atrial fibrillation and acute coronary syndromes.,"If atrial fibrillation (AF) and acute coronary syndrome (ACS) coexist,",Triple Antithrombotic Therapy for Atrial Fibrillation and Acute Coronary Syndrome.,Triple Antithrombotic Therapy for Atrial Fibrillation and Acute Coronary Syndrome.,0.3347024142593402
35150300,Selection signatures for heat tolerance in Brazilian horse breeds., and its association with protein,Identification of selection signatures in Brazilian horse breeds using principal component analysis.,Identification of selection signatures in Brazilian horse breeds using principal component analysis.,0.10600313379512592
35397022,"Multivariate tools to investigate the spatial contaminant distribution in a highly anthropized area (Gulf of Naples, Italy).",The Gulf of Naples located in a high anthropized coastal,"Detection of organic and inorganic contaminants in the sediments of the Gulf of Naples, Italy.","Detection of organic and inorganic contaminants in the sediments of the Gulf of Naples, Italy.",0.029091967494005277
35395048,West Nile and Usutu virus seroprevalence in Hungary: A nationwide serosurvey among blood donors in 2019.,"In Hungary, West Nile virus (WNV) has been responsible for","Seroprevalence of West Nile Virus and Usutu Virus in Hungarian Blood Donors in 2019, one year after the largest European WNV epidemic.","Seroprevalence of West Nile Virus and Usutu Virus in Hungarian Blood Donors in 2019, one year after the largest European WNV epidemic.",0.08687475782716618
35203823,The Prevalence and Molecular Biology of Staphylococcus aureus Isolated from Healthy and Diseased Equine Eyes in Egypt., and its association with gene,"Molecular characterization of pathogenic S. aureus isolates from the eyes of healthy and clinically affected equines in the Kafrelsheikh Governorate, Egypt.","Molecular characterization of pathogenic S. aureus isolates from the eyes of equines from the Kafrelsheikh Governorate, Egypt.",0.018710158230410626
34634075,Development of ELISA based on Bacillus anthracis capsule biosynthesis protein CapA for naturally acquired antibodies against anthrax., and its association with protein,Development of an enzyme-linked immunosorbent assay for detecting naturally acquired antibodies against Bacillus anthracis capsule biosynthesis protein CapA antigen in horses.,Development of an enzyme-linked immunosorbent assay for detecting naturally acquired antibodies against Bacillus anthracis capsule biosynthesis protein CapA antigen in horses.,0.37392149096896676
34444009,Sagittal Integral Morphotype of Competitive Amateur Athletes and Its Potential Relation with Recurrent Low Back Pain.,Athletes have higher thoracic and lumbar curvature in standing than,Comparison of sagittal integral morphotype method misalignments associated with recurrent low back pain in competitive athletes.,Comparison of sagittal integral morphotype method misalignments associated with recurrent low back pain in competitive athletes.,0.23578316044531802
34679888,"Comparison of American Quarter Horses Competing in Western Pleasure, Hunter under Saddle, and Reining Using Linear Traits.",Method of  in animal,Comparison of conformation and subpopulations within the American Quarter Horse breed.,Comparison of conformation and subpopulations within the American Quarter Horse breed.,0.034548628007468316
35268211,Assessment of Skin and Mucosa at the Equine Oral Commissures to Assess Pathology  from Bit Wear: The Oral Commissure Assessment Protocol (OCA) for Analysis and Categorisation of Oral Commissures.,"This study addresses the presence and location of natural pigmentation,",Detection of lesions in and around the corners of the lips of horses undergoing dental treatment.,Detection of lesions in and around the corners of the lips of horses undergoing dental treatment.,0.008162206482902909
34906355,A single-nucleotide mutation within the TBX3 enhancer increased body size in Chinese horses., and its association with allele,Genetic analysis of the T-box Transcription Factor 3 (TBX3) gene reveals its association with small body size in Chinese ponies.,Genetic analysis of the T-box Transcription Factor 3 (TBX3) gene reveals its association with small body size in Chinese ponies.,0.12673718536830808
34441046,Association between Cone-Beam Computed Tomography and Histological and Immunohistochemical Features in Periapical Lesions Correlated with Thickened Maxillary Sinus Mucosa.,Background and Objectives: Odontogenic sinusitis is a frequently underestimated pathology,"Association between maxillary sinusitis and periapical lesions in dental units in Iasi, Romania.","Association between maxillary sinusitis and periapical lesions in the premolar/molar maxillary area of Iasi, Romania.",0.03482444259776202
34853345,Linking migratory performance to breeding phenology and productivity in an Afro-Palearctic long-distance migrant.,Understanding the relationship between migratory performance and fitness is crucial,Migratory performance and its association with breeding phenology and productivity in a European bee-eater (Merops apiaster).,Migratory performance and its association with breeding phenology and productivity in a European bee-eater (Merops apiaster).,0.26332019392396333
35004264,"Equine Squamous Gastric Disease: Prevalence, Impact and Management.","This narrative review explores the etiopathogenesis, clinical signs, diagnosis and","Epiopathogenesis, Clinical Signs, Diagnosis and Treatment of Equine Squamous Gastric Disease.","Epiopathogenesis, Clinical Signs, Diagnosis and Treatment of Equine Squamous Gastric Disease.",0.10025157431478134
35074400,Genome-Wide Association Analyses of Osteochondrosis in Belgian Warmbloods Reveal  Candidate Genes Associated With Chondrocyte Development., and its association with chromosome,Genome-Wide Association Analysis Reveals Candidate Genes Associated with Osteochondrosis in Belgian Warmblood Horses.,Genome-Wide Association Analysis Reveals Candidate Genes Associated with Osteochondrosis in Belgian Warmblood Horses.,0.26726057416347326
34975171,Fragment size is associated with post-operative complications following elective  arthroscopy of the tibiotarsal joint of horses.,Occurrence of joint-related complications after elective arthroscopy of,Joint-related complications after elective arthroscopy of the tibiotarsal joint in horses.,Joint-related complications after elective arthroscopy of the tibiotarsal joint in horses.,0.31493608995529154
35197413,Effects of branched-chain amino acids on immune status of young racing horses.,Study of  in animal,Beneficial effects of branched-chain amino acid (BCAA) supplementation on the immune status of young racing horses.,Beneficial effects of branched-chain amino acid (BCAA) supplementation on the immune status of young racing horses.,0.46892438882117243
34671162,The origins and spread of domestic horses from the Western Eurasian steppes., and its association with genetic,"Ancient horse domestication in the Western Eurasian steppes, 2000-2000 BC.","Ancient horse domestication in the Western Eurasian steppes, 2000-2000 BC.",0.08552070691615876
34749609,Microglia and its Genetics in Alzheimer's Disease., and its association with protein,Microglia in Alzheimer's Disease: Implications for Pathogenesis and Disease.,Microglia in Alzheimer's Disease: Implications for Pathogenesis and Disease.,0.06376715693797415
34670697,Risk Factors for Jockey Falls in Japanese Thoroughbred Flat Racing.,Jockey safety is of paramount importance from welfare perspective and,Risk factors associated with jockey falls in flat races of Japan Racing Association (JRA).,Risk factors associated with jockey falls in flat races of Japan Racing Association (JRA).,0.09303723531853667
34979262,Levels of Serum Phosphorylated Neurofilament Heavy Subunit in Clinically Healthy  Standardbred Horses.,Neurofilaments heavy chain proteins (pNF-H) have been identified as useful,Serum concentrations of neurofilaments heavy chain proteins (pNF-H) in healthy standardbred racehorses.,"Association of serum concentrations of neurofilaments heavy chain proteins with age, finishing position, and finishing position in healthy standardbred horses.",0.06518963777667167
34689632,Detection of asinine gammaherpesviruses in association with pulmonary fibrosis in free-ranging donkeys.,A mortality event among recently captured feral donkeys (Equus asinus),Detection and phylogenetic analysis of asinine herpesvirus 4 and 5 from feral donkeys (Equus asinus) in south-central Utah.,Detection and phylogenetic analysis of asinine herpesvirus 4 and 5 from feral donkeys (Equus asinus) in south-central Utah.,0.027166383723579154
34583582,Photosynthesis from stolen chloroplasts can support sea slug reproductive fitness.,Study of  in animal,Photography enhances the reproductive fitness of sea slug Elysia timida.,Photography enhances the reproductive fitness of sea slug Elysia timida.,0.04939382737115371
34730540,Changes in Self-Reported Web-Based Gambling Activity During the COVID-19 Pandemic: Cross-sectional Study.,BACKGROUND: The COVID‑19 pandemic has affected not only somatic health,The COVID‑19 pandemic in Sweden: a web-based survey of web panel participants and their associations with gambling.,The COVID‑19 pandemic in Sweden: a web-based survey of web panel participants and their associations with gambling.,0.015138514598766055
34929445,"The covalent complex of Jo-In results from a long-lived, non-covalent intermediate state with near-native structure.", and its association with protein,NMR spectroscopy and molecular modelling identify a non-covalent complex for functional engineering.,NMR spectroscopy and molecular modelling identify a non-covalent complex for functional engineering.,0.0174583253653567
34911155,"Hemodynamic, endocrine, and gene expression mechanisms regulating equine ovarian  follicular and cellular development.", and its association with gene,Ovulatory follicle development and oocyte maturation in granulosa/cumulus cells during the ovulation process.,"Ovulatory follicle development, follicle wall blood flow, follicular-fluid factors, and mRNA expression in granulosa/cumulus cells and oocytes.",0.015138514598766055
35342743,Yamanaka Factors in the Budding Tunicate Botryllus schlosseri Show a Shared Spatio-Temporal Expression Pattern in Chordates., and its association with gene,Expression of the Yamanaka factors (YFs) during the asexual cycle of Botryllus schlosseri.,Expression of the Yamanaka factors (YFs) during the asexual cycle of Botryllus schlosseri.,0.03280132420123097
35055768,Prevalence and Characteristics of Back Pain in Children and Adolescents from the  Region of Murcia (Spain): ISQUIOS Programme.,Puberty is a vulnerable period for musculoskeletal disorders due to,"The prevalence of back pain in school-aged children: association with sex, age, maturity status, body mass index and pain characteristics.","The prevalence of back pain in school-aged children in relation to age, age, maturity status, body mass index and pain characteristics.",0.13520459769143478
34694482,Placentation in the African Elephant (Loxodonta africana).,"The female elephant shows a 3-week ""follicular phase"" to commence","Postnatal oogenesis in the female elephant (Sus scrofa), 22 months old.","Postnatal oogenesis in the female elephant (Sus scrofa), 22 months old.",0.04411629359322707
34827862,Association of Thoroughbred Racehorse Workloads and Rest Practices with Trainer Success.,Understanding the relationship between the training practices of Thoroughbred racehorses,Associations between training workload and prizemoney per start in Thoroughbred racehorses.,Associations between training workload and prizemoney per start in Thoroughbred racehorses.,0.022416933501922302
34696794,Equine vitiligo-like depigmentation in grey horses is related to genes involved in immune response and tumor metastasis.,"BACKGROUND: In horses, the autoimmune disease vitiligo is characterized by",Genome-wide association study identifies candidate genes for vitiligo-like depigmentation in horses.,Genome-wide association study identifies candidate genes for vitiligo-like depigmentation in horses.,0.05810363488682838
34670698,"Influence of Stretching Exercises, Warm-Up, or Cool-Down on the Physical Performance of Mangalarga Marchador Horses.",The Horse Agribusiness Complex is an important activity in the,Effects of warm-up or stretching practices on the performance of Mangalarga Marchador horses.,Effects of warm-up or stretching practices on the performance of Mangalarga Marchador horses.,0.31177153206263575
34456647,ANMCO POSITION PAPER: Role of intra-aortic balloon pump in patients with acute advanced heart failure and cardiogenic shock.,The treatment of patients with advanced acute heart failure is,Intra-aortic balloon pump (IABP) does not reduce all-cause mortality in patients with acute myocardial infarction and cardiogenic shock.,Intra-aortic balloon pump (IABP) does not reduce all-cause mortality in patients with acute myocardial infarction and cardiogenic shock.,0.2484885265015517
34680875,MYO5A Frameshift Variant in a Miniature Dachshund with Coat Color Dilution and Neurological Defects Resembling Human Griscelli Syndrome Type 1., and its association with gene,Identification of a MYO5A frameshift variant as a causative gene for dermatological and neurological signs in a Dachshund dog with dilute coat color.,Identification of a MYO5A frameshift variant as a causative gene for dermatological and neurological signs in a Dachshund dog with dilute coat color.,0.06586656967644004
34573515,Data Collection for the Fourth Multicentre Confidential Enquiry into Perioperative Equine Fatalities (CEPEF4) Study: New Technology and Preliminary Results.,Risks of mortality associated with general anaesthesia in,The use of a web-based method to collect data on peri-operative equine mortality in a multicentre study.,The use of a web-based method to collect data on peri-operative equine mortality in a multicentre study.,0.014461870879312647
34783081,Nasopharyngeal bacterial and fungal microbiota in normal horses and horses with nasopharyngeal cicatrix syndrome.,BACKGROUND: The nasopharyngeal bacterial and fungal microbiota of normal horses,Bacterial and fungal microbiota of horses with nasopharyngeal cicatrix syndrome and their association with Pythium insidiosum.,Bacterial and fungal microbiota of horses with nasopharyngeal cicatrix syndrome and their association with Pythium insidiosum.,0.31535540524901323
34893433,Retrospective study of the prevalence of factors contributing to successful standing at first attempt in horses recovering from general anesthesia.,OBJECTIVE: Several factors affect the quality of recovery from general,Association between body and limb position during recovery from general anesthesia in horses: a retrospective study.,Association between body and limb position during recovery from general anesthesia in horses: a retrospective study.,0.024091881587603038
34946810,Transcriptome Analysis of Neuroendocrine Regulation of Ovine Hypothalamus-Pituitary-Ovary Axis during Ovine Anestrus and the Breeding Season.,Study of  in sheep,"Transcriptomic analysis of the hypothalamus, pituitary and ovary of Small Tail Han sheep (year-round estrus).","Transcriptomic analysis of the hypothalamus, pituitary and ovary of Small Tail Han sheep (year-round estrus).",0.03288164697569687
34938314,Identification and Characterization of Circular RNAs in Association With the Deposition of Intramuscular Fat in Aohan Fine-Wool Sheep.,Study of  in sheep,Identification of circRNAs associated with intramuscular fat deposition in aohan fine-wool sheep.,Identification of circRNAs associated with intramuscular fat deposition in aohan fine-wool sheep.,0.17374853268337082
34875538,Novel InDel variations of the Cry2 gene are associated with litter size in Australian White sheep.,Study of  in sheep,Polymorphisms in the Cry2 gene and their associations with litter size in Australian White ewes.,Polymorphisms in the Cry2 gene and their associations with litter size in Australian White ewes.,0.38553961859614977
34586400,"The potential for mitigation of methane emissions in ruminants through the application of metagenomics, metabolomics, and other -OMICS technologies.",Approach of  in livestock,Genomic selection for reduced methane emissions in ruminants: a review.,Genomic selection for reduced methane emissions in ruminants: a review.,0.04563518641563151
35330795,Role of Renal Sympathetic Nerve Activity in Volatile Anesthesia's Effect on Renal Excretory Function.,Study of  in sheep,Effects of sevoflurane on renal function and arterial blood flow in sheep.,Effects of sevoflurane on renal function and arterial blood flow in sheep.,0.036260056295236785
35358654,Expression features of the ovine FTO gene and association between FTO polymorphism and tail fat deposition related-traits in Hu sheep.,Study of  in sheep,Molecular characterization of FTO gene and its association with tail fat weight related-traits in Hu sheep.,Molecular characterization of FTO gene and its association with tail fat weight related-traits in Hu sheep.,0.20207938879963666
34657583,"Weather, Workload and Money: Determining and Evaluating Sources of Stress for Farmers in Ireland.",Study of  in sheep,Factors affecting the incidence of stress in Irish farmers: a probit model for understanding the impact of age and farm system.,Factors affecting the incidence of stress in Irish farmers: a probit model for the analysis of the prevalence of stress.,0.024218026052883736
35399048,Identification and characterization of circular RNAs in association with the feed efficiency in Hu lambs.,Study of  in sheep,Transcriptome analysis of circRNAs in the liver of Hu sheep with High- and Low-RFI.,Transcriptome analysis of circRNAs in the liver of Hu sheep with High- and Low-RFI.,0.020813995118775932
34438665,Novel Genes Associated with Dairy Traits in Sarda Sheep.,Analysis of  in sheep,"Genome-wide association analysis of milk yield, composition and milk coagulation traits in Sarda sheep.","Genome-wide association analysis of milk yield, composition and milk coagulation traits in Sarda sheep.",0.1777835117834348
35172716,Unfavorable genetic correlations between fecal egg count and milk production traits in the French blond-faced Manech dairy sheep breed.,Study of  in sheep,Heritabilities and genetic correlations for resistance to gastrointestinal parasites and milk production traits in blond-faced Manech sheep.,Heritabilities and genetic correlations for resistance to gastrointestinal parasites and milk production traits in blond-faced Manech sheep.,0.24397522905013178
35348608,Exploring human factors in the operating room: scoping review of training offerings for healthcare professionals.,BACKGROUND: Human factors (HF) integration can improve patient safety in,Clinical Research Abstracts of the British Equine Veterinary Association Congress 2015.,Clinical Research Abstracts of the British Equine Veterinary Association Congress 2015.,0.015582995217182705
34863603,Effects of different feeding regimes on muscle metabolism and its association with meat quality of Tibetan sheep.,Study of  in sheep,Effects of stall-feeding on meat quality and its association with meat qualities of Tibetan sheep.,Effects of stall-feeding on meat quality and its association with meat quality of Tibetan sheep.,0.5338587402021606
34944243,Are We Approaching Peak Meat Consumption? Analysis of Meat Consumption from 2000  to 2019 in 35 Countries and Its Relationship to Gross Domestic Product.,"Growing prosperity, but also disease outbreaks, natural disasters, and consumer",Global Meat Consumption: 2000-2019 Trends in 35 Countries.,Global Meat Consumption: 2000-2019 Trends in 35 Countries.,0.008797596300946292
34995879,Association of MHCY genotypes in lines of chickens divergently selected for high  or low antibody response to sheep red blood cells.,Method of  in sheep,MHCY genotypes segregating in two chicken lines selected for high or low antibody responses.,MHCY genotypes segregating in two chicken lines selected for high or low antibody responses.,0.2523623444520119
35144720,Clearance of Maedi-visna infection in a longitudinal study of naturally infected  rams is associated with homozygosity for the TMEM154 resistance allele.,Method of  in sheep,Maedi-visna (MV) infection in naturally infected sheep.,Maedi-visna (MV) infection in naturally infected sheep.,0.01413647777316519
35400971,Single and combined effects of CSN1S1 and CSN2-casein genes on Awassi sheep milk  quantity and quality.,Study of  in sheep,Polymorphisms in CSN1S1 and beta-casein genes affect milk production in Awassi sheep.,Interaction of alpha S1 and beta-casein genes with CSN1S1 and CSN2 genes affects milk production in Awassi sheep.,0.03124577801157052
35406817,Insights into the Genomic Architecture of Seed and Pod Quality Traits in the U.S. Peanut Mini-Core Diversity Panel., and its association with trait,"Genome-wide association study for seed quality, seed germination, and seed dormancy in peanut.","Genome-wide association study for seed quality, seed germination, and seed dormancy in peanut.",0.0139192121311085
34700069,Transcriptional downregulation of ABC transporters is related to follicular degeneration after vitrification and in vitro culture of ovine ovarian tissue., and its association with protein,"Comparison of mRNA transcript of ABCB1, ABCG2, and MRP2 transporters after vitrification and in vitro culture of the ovine cortex.","Comparison of mRNA transcript of ABCB1, ABCG2, and MRP2 transporters after vitrification and in vitro culture of the ovine cortex.",0.3187271473320672
34944304,Diffuse Alopecia and Thyroid Atrophy in Sheep.,Study of  in sheep,Diffusion alopecia and hyperkeratosis in sheep with selenium and zinc deficiency.,Diffusion alopecia and hyperkeratosis in sheep with selenium and zinc deficiency.,0.04411629359322707
35402911,DNA methylation in relation to gestational age and brain dysmaturation in preterm infants., and its association with gene,Genome-wide variation in DNA methylation in the saliva of neonates at term equivalent age and its associations with brain development.,Genome-wide variation in DNA methylation in the saliva of neonates at term equivalent age and its associations with brain development.,0.06518963777667167
35251778,Extensive sheep grazing is associated with trends in steppe birds in Spain: recommendations for the Common Agricultural Policy.,Study of  in sheep,The relationship between sheep and steppe bird populations in Spain during the period 1998-2018.,The relationship between sheep and steppe bird populations in Spain during the period 1998-2018.,0.015179921662582774
34869731,Molecular Characterization of a Tetraspanin TSP11 Gene in Echinococcus granulosus and Evaluation Its Immunoprotection in Model Dogs.,Cystic echinococcosis (CE) is a cosmopolitan zoonosis caused by the,Immunolocalization of the major antigen coding sequence of tetraspanin 11 (Eg-TSP11) from Echinococcus granulosus.,Immunolocalization of the major antigen coding sequence of tetraspanin 11 (Eg-TSP11) from Echinococcus granulosus.,0.015172455787008748
34379287,Identification of sequence variation in the oocyte-derived bone morphogenetic protein 15 (BMP15) gene (BMP15) associated with litter size in New Zealand sheep  (Ovis aries) breeds.,Study of  in sheep,Variation in the bone morphogenetic protein 15 gene (BMP15) and its association with litter size in Finnish Landrace sheep.,Variation in the bone morphogenetic protein 15 gene (BMP15) and its association with litter size in Finnish Landrace sheep (n 45) and composite sheep (NZ).,0.25381494737245897
35428998,Genomic analysis of 10 years of artificial selection in community-based breeding  programs in two Ethiopian indigenous sheep breeds.,Study of  in sheep,Genome-wide genetic differentiation between community-based breeding programs and non-cBBP flocks.,Genome-wide genetic differentiation between community-based breeding programs and non-cBBP flocks.,0.04693475908257481
